date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:26:36	8101/8101	---M-Z	200	added ('OK')	application/x-javascript	etag:%221fa5-5e3a2871-dfe1ac06f241a16c;gz%22	https://www.mylynhnguyen.com/js/easing.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/easing.js	(from https://www.mylynhnguyen.com/)
15:26:36	5161/5161	---M-Z	200	added ('OK')	application/x-javascript	etag:%221429-5e3a2871-464de399590291a4;gz%22	https://www.mylynhnguyen.com/js/jquery.nav.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/jquery.nav.js	(from https://www.mylynhnguyen.com/)
15:26:36	40401/40401	---M-Z	200	added ('OK')	application/x-javascript	etag:%229dd1-5e3a2871-9d9b74340421e044;gz%22	https://www.mylynhnguyen.com/js/owl.carousel.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/owl.carousel.min.js	(from https://www.mylynhnguyen.com/)
15:26:36	54786/54786	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d602-5e3a2871-5f7a2e6117c3f4c;gz%22	https://www.mylynhnguyen.com/js/ytplayer.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/ytplayer.min.js	(from https://www.mylynhnguyen.com/)
15:26:36	23364/23364	---M-Z	200	added ('OK')	application/x-javascript	etag:%225b44-5e3a2871-b27791fa6ef6cbc0;gz%22	https://www.mylynhnguyen.com/js/particles.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/particles.min.js	(from https://www.mylynhnguyen.com/)
15:26:37	8044/8044	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f6c-5e3a2871-682b2d4e6b7608f3;gz%22	https://www.mylynhnguyen.com/js/waypoints.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/waypoints.min.js	(from https://www.mylynhnguyen.com/)
15:26:37	1067/1067	---M-Z	200	added ('OK')	application/x-javascript	etag:%2242b-5e3a2871-efd65186dd86fe2d;gz%22	https://www.mylynhnguyen.com/js/jquery.counterup.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/jquery.counterup.min.js	(from https://www.mylynhnguyen.com/)
15:26:37	34695/34695	---M-Z	200	added ('OK')	application/x-javascript	etag:%228787-5e3a2871-4bfbd6d09f046ea3;gz%22	https://www.mylynhnguyen.com/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/isotope.pkgd.min.js	(from https://www.mylynhnguyen.com/)
15:26:38	37045/37045	---M-Z	200	added ('OK')	application/x-javascript	etag:%2290b5-5e3a2871-f521a42ac160f35a;gz%22	https://www.mylynhnguyen.com/js/bootstrap.min.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/bootstrap.min.js	(from https://www.mylynhnguyen.com/)
15:26:38	7962/7962	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f1a-5e3a2871-12a0cf0fcd4907c1;gz%22	https://www.mylynhnguyen.com/js/main.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/main.js	(from https://www.mylynhnguyen.com/)
15:26:38	1613/1613	---M-Z	200	added ('OK')	application/x-javascript	etag:%2264d-5e3a2871-9ada31954f171893;gz%22	https://www.mylynhnguyen.com/js/imageTimeline.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/js/imageTimeline.js	(from https://www.mylynhnguyen.com/)
15:26:39	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5e3a2864-5ebd4caa86bafe59;;;%22	https://www.mylynhnguyen.com/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/fontawesome-webfontd41d.eot	(from https://www.mylynhnguyen.com/css/font-awesome.min.css)
15:26:39	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5e3a2864-5ebd4caa86bafe59;;;%22	https://www.mylynhnguyen.com/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/fontawesome-webfont3e6e.eot	(from https://www.mylynhnguyen.com/css/font-awesome.min.css)
15:26:39	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-5e3a2864-4d9de2b96e791895;;;%22	https://www.mylynhnguyen.com/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/fontawesome-webfont3e6e.woff	(from https://www.mylynhnguyen.com/css/font-awesome.min.css)
15:26:40	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-5e3a2864-4ff626fc90a2d4fb;;;%22	https://www.mylynhnguyen.com/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/fontawesome-webfont3e6e.ttf	(from https://www.mylynhnguyen.com/css/font-awesome.min.css)
15:26:40	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:%226c7db-5e3a2864-2aa67cf959c6d938;gz%22	https://www.mylynhnguyen.com/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/fontawesome-webfont3e6e.svg	(from https://www.mylynhnguyen.com/css/font-awesome.min.css)
15:26:40	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/css/owl.video.play.png	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/css/owl.video.play.png	(from https://www.mylynhnguyen.com/css/owl.carousel.min.css)
15:26:40	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.eot	(from https://www.mylynhnguyen.com/css/bootstrap.min.css)
15:26:41	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.mylynhnguyen.com/css/bootstrap.min.css)
15:26:41	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.woff2	(from https://www.mylynhnguyen.com/css/bootstrap.min.css)
15:26:41	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.woff	(from https://www.mylynhnguyen.com/css/bootstrap.min.css)
15:26:41	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.ttf	(from https://www.mylynhnguyen.com/css/bootstrap.min.css)
15:26:42	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/glyphicons-halflings-regular.svg	(from https://www.mylynhnguyen.com/css/bootstrap.min.css)
15:26:42	27614/27614	---M--	200	added ('OK')	image/jpeg	etag:%226bde-5e3a2871-db2cf4750b23383e;;;%22	https://www.mylynhnguyen.com/images/transition.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/transition.jpg	(from https://www.mylynhnguyen.com/style.css)
15:26:42	956/956	---M--	200	added ('OK')	image/png	etag:%223bc-5e3a2864-30886922e59e1d52;;;%22	https://www.mylynhnguyen.com/images/banner-pattern.png	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/banner-pattern.png	(from https://www.mylynhnguyen.com/style.css)
15:26:46	439155/439155	---M--	200	added ('OK')	image/jpeg	etag:%226b373-5e3a286d-ea8eaef071d68cfd;;;%22	https://www.mylynhnguyen.com/images/lookdown.jpg	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/lookdown.jpg	(from https://www.mylynhnguyen.com/style.css)
15:26:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/Error%20pJS%20-%20No%20image.src	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/Error%20pJS%20-%20No%20image.49.delayed	(from https://www.mylynhnguyen.com/js/particles.min.js)
15:26:56	2349853/2349853	---M--	200	added ('OK')	image/png	etag:%2223db1d-5e3a2869-8f51cdb29a6a589a;;;%22	https://www.mylynhnguyen.com/images/car2.png	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/images/car2.png	(from https://www.mylynhnguyen.com/style.css)
15:27:07	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5e3a2864-db4e4619d13217db;;;%22	https://www.mylynhnguyen.com/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/fonts/fontawesome-webfont3e6e.woff2	(from https://www.mylynhnguyen.com/css/font-awesome.min.css)
15:27:08	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/GET	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/GET	(from https://www.mylynhnguyen.com/js/particles.min.js)
15:27:08	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d11c813-d48850cc8c576ec8;gz%22	https://www.mylynhnguyen.com/Popover%20requires%20tooltip.js	C:/My%20Web%20Sites/portfolio_nu/www.mylynhnguyen.com/Popover%20requires%20tooltip.js	(from https://www.mylynhnguyen.com/js/bootstrap.min.js)
